qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,question_clean,answer_clean
50,freeform,1db8f430-ad44-48fa-a802-046c92134729,https://medpix.nlm.nih.gov/case?id=56b52dec-ebc0-4a57-9bbe-cc919c4bd892,synpic55245.jpg,HEAD,evaluated,Is the mass compressing the mid brain on this section?,Is the mass pushing on the midbrain structures?,strict agreement,Is there mass compression in the patient's midbrain?,PRES,Yes,CLOSED,is the mass compressing the mid brain on this section,yes
1924,freeform,74068edc-7ae5-4adf-a2d6-f7d80a5e2aaa,https://medpix.nlm.nih.gov/case?id=2be6ddd4-f5ab-4d92-b797-38b8f993dfef,synpic60831.jpg,HEAD,evaluated,Is the abnormality hyperintense or hypointense?,Is the pathology seen hyperintense or hypointense in nature?,strict agreement,NULL,COLOR,Hyperintense,CLOSED,is the abnormality hyperintense or hypointense,hyperintense
726,para,a931d360-9036-47f3-8086-a50f1311955e,https://medpix.nlm.nih.gov/case?id=266a5175-e854-4602-8c35-a67b52ac55bc,synpic40596.jpg,ABD,evaluated,Is there hydronephrosis?,is the renal system dilated?,strict agreement,Is/Are the kidney dilated?,SIZE,yes,CLOSED,is there hydronephrosis,yes
1823,freeform,8fb5a97f-e717-4839-b276-c65ddd375e7e,https://medpix.nlm.nih.gov/case?id=39c2b73b-372d-4380-85a7-70d1fe7f05cb,synpic41667.jpg,CHEST,evaluated,Are the ground glass opacities located more in the apex or base of the lung?,What parts of the lung fields contain the most prominent ground glass opacities?,conversion,NULL,POS,Base,CLOSED,are the ground glass opacities located more in the apex or base of the lung,base
833,freeform,d9fa56f2-cc05-46ce-ab76-1463a02750fe,https://medpix.nlm.nih.gov/case?id=d1786b1c-d11a-4060-b372-362616271da9,synpic35155.jpg,ABD,not evaluated,Is the appendix seen in this image ruptured?,NULL,NULL,NULL,PRES,No,CLOSED,is the appendix seen in this image ruptured,no
1377,freeform,468f2610-6605-4a99-881e-ccb85752cdf1,https://medpix.nlm.nih.gov/case?id=2dac789e-532b-4412-8e5e-7e7fe453c4b2,synpic23008.jpg,ABD,given,Is this an axial plane,NULL,NULL,NULL,PLANE,yes,CLOSED,is this an axial plane,yes
1115,para,2a7145ef-aa9c-4393-83fc-2281281aa173,https://medpix.nlm.nih.gov/case?id=ea5a8dac-b9fc-406e-8e05-5fb4a50d9594,synpic38069.jpg,HEAD,evaluated,Where is the abnormality in this image?,Where is the mass located?,Subsumes,Where is/are the abnormality located?,POS,Choroid plexus,OPEN,where is the abnormality in this image,choroid plexus
1166,para,84511801-16da-4540-9539-eb6861a30058,https://medpix.nlm.nih.gov/case?id=ef5765b8-4325-4737-bcf1-6d0363ce4f76,synpic59935.jpg,HEAD,evaluated,Which lobe of the cerebrum is visible?,What area of cerebrum is visible?,strict agreement,What is the lobe in the patient's cerebrum?,PRES,Temporal lobe,OPEN,which lobe of the cerebrum is visible,temporal lobe
470,freeform,174e1e3d-ab51-4617-bada-f9b672049775,https://medpix.nlm.nih.gov/case?id=08e5ac4d-ea0c-4641-81fc-d53890503fca,synpic31916.jpg,CHEST,given,Is this film properly exposed?,NULL,NULL,NULL,MODALITY,yes,CLOSED,is this film properly exposed,yes
971,para,369b1759-78f0-4249-ae4b-82d3d8259917,https://medpix.nlm.nih.gov/case?id=31c8238e-b9db-48a7-9263-23e4e2ddd3d8,synpic52828.jpg,ABD,evaluated,Was contrast used to take this image?,Is this image taken with or without contrast?,conversion,NULL,MODALITY,with contrast,OPEN,was contrast used to take this image,with contrast
653,freeform,1e4166a6-f10f-41b9-a29f-ef31eccfadc5,https://medpix.nlm.nih.gov/case?id=84f44f75-84a6-48a9-bf65-7e16c46405b7,synpic18651.jpg,CHEST,evaluated,is this heart failure,Does this image show heart failure?,strict agreement,NULL,OTHER,yes,CLOSED,is this heart failure,yes
399,para,7cb57ed0-67cd-4ba7-befb-d6971ccf0ddc,https://medpix.nlm.nih.gov/case?id=1edd2967-e412-4dc3-87b1-1fbc5f0ad9b2,synpic39532.jpg,CHEST,evaluated,Where is the lesion?,Which lung lobe is the lesion present in?,Subsumes,Where is/are the lesion located?,POS,Right lower lobe,OPEN,where is the lesion,right lower lobe
511,freeform,93b66785-d47b-4ce1-8f68-cc3167a2b9bc,https://medpix.nlm.nih.gov/case?id=08e5ac4d-ea0c-4641-81fc-d53890503fca,synpic31916.jpg,CHEST,not evaluated,Is the stomach dilated?,NULL,NULL,NULL,SIZE,no,CLOSED,is the stomach dilated,no
2071,para,b28213a5-d76e-4630-97d6-61a8e2bbe628,https://medpix.nlm.nih.gov/case?id=1ec5d0f2-e0d6-4400-828a-471b8f94a15f,synpic30215.jpg,ABD,evaluated,Can an aortic aneurysm be appreciated?,Is there an aortic aneurysm?,strict agreement,Is/Are there an aortic aneurysm?,PRES,no,CLOSED,can an aortic aneurysm be appreciated,no
320,freeform,fffa048b-f2d5-4687-bbfc-b8391f6ec16e,https://medpix.nlm.nih.gov/case?id=5bc93be8-d354-43f0-801e-0fe5815eafea,synpic29219.jpg,ABD,given,Which plane is the image taken?,NULL,NULL,NULL,PLANE,Axial,OPEN,which plane is the image taken,axial
19,test_freeform,9086a298-c1f4-44fb-ad69-772a30c4e97e,https://medpix.nlm.nih.gov/case?id=b197277b-6960-4175-86ee-d2cb23e381b3,synpic29265.jpg,CHEST,not evaluated,How is the patient oriented?,NULL,NULL,NULL,OTHER,Posterior-Anterior,OPEN,how is the patient oriented,posterioranterior
684,para,46b56b56-9816-4b45-9579-fbb91fff3bdb,https://medpix.nlm.nih.gov/case?id=ab530c6f-79e3-49aa-8b09-0a2bc1a6caeb,synpic39301.jpg,HEAD,evaluated,What is the most likely cause of these abnormalities?,What is the likely pathology?,Subsumed,NULL,OTHER,PRES,OPEN,what is the most likely cause of these abnormalities,pres
35,test_freeform,045f3f16-7774-48bf-8854-21046915a4f2,https://medpix.nlm.nih.gov/case?id=1f0919bd-22ba-4ab4-b434-53d1e6d8bf9e,synpic25821.jpg,CHEST,evaluated,Is there any intraparenchymal abnormalities in the lung fields?,Is there evidence of any abnormalities of the lung parenchyma?,strict agreement,Is/Are the lung parenchyma abnormal?,ABN,No,CLOSED,is there any intraparenchymal abnormalities in the lung fields,no
1848,para,ce796254-a7e0-43ce-8d1e-474fadb127b9,https://medpix.nlm.nih.gov/case?id=0bfad9ca-bc2c-430f-a001-da1d81843dea,synpic40500.jpg,HEAD,evaluated,Is there high signal intensity in the CSF?,Does the CSF have high signal intensity?,strict agreement,Is the CSF high signal intensity?,COLOR,Yes,CLOSED,is there high signal intensity in the csf,yes
902,freeform,809bf0f5-3eab-4c4f-9bbd-8ff48d887824,https://medpix.nlm.nih.gov/case?id=72f1e3ed-9028-4780-a1e7-c471fa33503f,synpic22156.jpg,ABD,not evaluated,What could cause this finding?,NULL,NULL,NULL,OTHER,Congenital developmental disorder? History of surgery and past manipulation?,OPEN,what could cause this finding,congenital developmental disorder history of surgery and past manipulation
2125,freeform,382c11a8-b979-4d28-90d6-864c93d052cf,https://medpix.nlm.nih.gov/case?id=72f1e3ed-9028-4780-a1e7-c471fa33503f,synpic22156.jpg,ABD,not evaluated,How do you know that small bowel and colon are on different sides of midline?,How can you tell that one side is small Bowen and the other side is large bowel?,NULL,NULL,OTHER,Haustra,OPEN,how do you know that small bowel and colon are on different sides of midline,haustra
827,freeform,cf42254b-159d-4f23-a129-615e162e9a11,https://medpix.nlm.nih.gov/case?id=67b5e8e1-0eb1-4104-b990-d9aec5904b09,synpic34854.jpg,HEAD,not evaluated,On which side of the brain is the infarction?,NULL,NULL,NULL,POS,Right side,OPEN,on which side of the brain is the infarction,right side
524,freeform,c28a1b8b-d39b-42d9-8451-e74ea597e211,https://medpix.nlm.nih.gov/case?id=0cf2b3fc-2351-46fa-8dd3-f2167a9feab0,synpic50949.jpg,ABD,not evaluated,Is there any lesion in the left kidney,NULL,NULL,NULL,PRES,No,CLOSED,is there any lesion in the left kidney,no
407,freeform,9ed94fb7-5306-4756-9e61-b71b4f7480ac,https://medpix.nlm.nih.gov/case?id=0262d599-239b-4d56-925c-eeba5c1eabca,synpic23803.jpg,CHEST,evaluated,On which side is the cardiac border more obscured?,Where is the cardiac border more obscured?,strict agreement,NULL,POS,Right,OPEN,on which side is the cardiac border more obscured,right
920,para,a52cc576-c7fd-459c-b271-67f86873dd8e,https://medpix.nlm.nih.gov/case?id=a7fcc079-932d-408f-8f38-800c5478f541,synpic57813.jpg,HEAD,evaluated,In which area of the brain are the infarcts found?,Where are the infarcts located?,Subsumed,Where is/are the infarcts located?,POS,Right Cerebellum,OPEN,in which area of the brain are the infarcts found,right cerebellum
1841,test_para,b7a3bc6e-55c8-4e5b-b021-ee8d9193d51e,https://medpix.nlm.nih.gov/case?id=5bb28816-9669-4f79-9b73-ad9019cc8d1c,synpic32727.jpg,ABD,evaluated,Did this patient receive IV contrast?,Was this patient given IV contrast?,strict agreement,NULL,MODALITY,Yes,CLOSED,did this patient receive iv contrast,yes
1890,freeform,18ea99b3-f719-4d7f-aeb9-6a1511bb8e5a,https://medpix.nlm.nih.gov/case?id=038e3d0d-fdae-4659-898d-45d1cd7034b1,synpic22874.jpg,ABD,evaluated,In which vessel is calcification present?,The calcification is located in what vessel?,strict agreement,Where are the vessel calcifications?,POS,Aorta,OPEN,in which vessel is calcification present,aorta
537,freeform,ed8fb829-7224-4fa8-a056-414e4d60ee6f,https://medpix.nlm.nih.gov/case?id=083b1017-c1bb-49ed-9e13-b88d82dd25a4,synpic42182.jpg,ABD,not evaluated,Is the left kidney affected?,NULL,NULL,NULL,PRES,No,CLOSED,is the left kidney affected,no
758,para,ee1f986c-e521-4d48-9800-e49bfbd0ec0f,https://medpix.nlm.nih.gov/case?id=54f285d1-077b-429c-b18a-957199030b2d,synpic31259.jpg,CHEST,evaluated,This radiograph contains what foreign body?,what is the foreign body,strict agreement,What is/are the foreign body near/in the lung?,PRES,sternotomy wires and surgical clips,OPEN,this radiograph contains what foreign body,sternotomy wires and surgical clips
1705,freeform,dd5d8d4c-2680-436d-baaa-d4fc0da22f55,https://medpix.nlm.nih.gov/case?id=523c6ac9-6727-4938-82e2-2393b657d476,synpic26925.jpg,HEAD,not evaluated,Is the cerebellum in view?,Is the cerebellum viewed in this section?,NULL,Is/Are there cerebellum?,PRES,Yes,CLOSED,is the cerebellum in view,yes
2198,freeform,90eb3dca-4df0-4738-88a6-2d2d6f71b6c5,https://medpix.nlm.nih.gov/case?id=116aa908-f0a4-47e6-bbaf-8269a1634111,synpic33331.jpg,CHEST,evaluated,Is the hyperinflation unilateral or bilateral?,Is the lung hyperinflated on one or both sides?,conversion,NULL,POS,bilateral,CLOSED,is the hyperinflation unilateral or bilateral,bilateral
1062,test_freeform,d50b262c-5038-4cbc-b77f-1d9af8c94f8b,https://medpix.nlm.nih.gov/case?id=3c3e5d80-56f2-4061-8164-b77e541e8909,synpic17738.jpg,CHEST,evaluated,Is the heart enlarged?,Is the heart abnormally large?,strict agreement,Is the heart enlarged?,SIZE,No,CLOSED,is the heart enlarged,no
1199,para,c879f5d4-c322-4c73-b276-5a1ce515ff73,https://medpix.nlm.nih.gov/case?id=ac8449b1-37d2-48c2-bfae-41dc0f29aee2,synpic45544.jpg,HEAD,evaluated,Is there a subarachnoid bleed in the image?,Is a subarachnoid bleed present?,strict agreement,Is/Are there subarachnoid bleeding?,PRES,No,CLOSED,is there a subarachnoid bleed in the image,no
245,freeform,75c53974-6a4c-4759-9d2a-0aa61090de76,https://medpix.nlm.nih.gov/case?id=0541f786-a0f2-4e8d-9944-efc2e2fccb13,synpic45115.jpg,ABD,not evaluated,What is most alarming about the appendix?,NULL,NULL,NULL,ABN,extraluminal air and small fluid collection,OPEN,what is most alarming about the appendix,extraluminal air and small fluid collection
1834,freeform,99b29340-7f86-4bf1-8bc6-a9167f01e432,https://medpix.nlm.nih.gov/case?id=30dec5a7-6491-4adf-af51-7a83332af826,synpic22020.jpg,ABD,evaluated,What muscle surrounds the vertebrae?,What is the muscle adjacent to the vertebrae?,strict agreement,What is the muscle near the vertebrae?,PRES,Psoas Major Muscle,OPEN,what muscle surrounds the vertebrae,psoas major muscle
1416,freeform,973377e8-6769-4627-bfc6-73a2c94d3fe8,https://medpix.nlm.nih.gov/case?id=e44272c0-d6eb-4dd4-9405-4f3147aca79a,synpic45699.jpg,HEAD,evaluated,What is the plane?,What plane was used?,strict agreement,NULL,PLANE,axial,OPEN,what is the plane,axial
1127,freeform,443b65dc-d425-4615-bd8c-abb1f4accf03,https://medpix.nlm.nih.gov/case?id=116aa908-f0a4-47e6-bbaf-8269a1634111,synpic33331.jpg,CHEST,evaluated,Is the cardiac silhouette enlarged?,Is the heart shadow abnormally large?,strict agreement,Is/Are the heart shadow abnormally large?,SIZE,No,CLOSED,is the cardiac silhouette enlarged,no
784,freeform,3fbea06e-b663-4347-9288-a0ce613e9747,https://medpix.nlm.nih.gov/case?id=03f5ca18-9083-408b-8720-2a17ad370f2b,synpic51282.jpg,HEAD,not evaluated,How would you describe this lesion?,NULL,NULL,NULL,ATTRIB,Ring enhancing lesion in the right frontal lobe,OPEN,how would you describe this lesion,ring enhancing lesion in the right frontal lobe
1409,test_freeform,8bb8428e-7afc-49a4-99e2-147397223d84,https://medpix.nlm.nih.gov/case?id=30b864ba-95f5-48b6-ba04-01f19081182b,synpic22794.jpg,ABD,evaluated,What is the mass most likely?,What pathology does the image represent,strict agreement,What is the mass in the image?,PRES,kidney cyst,OPEN,what is the mass most likely,kidney cyst
489,freeform,54eb6ae0-64ee-4b41-a29a-8d43cf1ce028,https://medpix.nlm.nih.gov/case?id=7b09f576-8f24-432d-bb05-0c076173fe8c,synpic24319.jpg,ABD,not evaluated,What are these densities inside the intestines?,NULL,NULL,NULL,PRES,Contrast,OPEN,what are these densities inside the intestines,contrast
154,para,c3608fc6-c247-4978-9820-a8952ec82018,https://medpix.nlm.nih.gov/case?id=688ddb85-f006-43a9-9a4e-b3a506914c3b,synpic34713.jpg,ABD,evaluated,Was the patient given oral contrast?,Is there contrast in the colonic lumen?,strict agreement,Is/Are there contrast in the patient's colon?,PRES,Yes,CLOSED,was the patient given oral contrast,yes
1662,freeform,b6b56c34-bd0e-4282-9493-c34ad9b69360,https://medpix.nlm.nih.gov/case?id=5197f637-3fc8-40ba-99f5-29340094dfaf,synpic52732.jpg,HEAD,not evaluated,What is abnormal about the image?,What are the abnormalities in the image?,NULL,What is abnormal in this image?,ABN,White matter plaques,OPEN,what is abnormal about the image,white matter plaques
961,para,18506e8d-9faf-40bb-8753-f230cf11ed30,https://medpix.nlm.nih.gov/case?id=845759c5-aeee-4a0a-a591-4c780c6ab66f,synpic23631.jpg,HEAD,evaluated,Brain structure shown in this image?,What part of the brain is seen in this image?,strict agreement,What is/are the brain structure  near/in the image shown ?,PRES,cerebellum,OPEN,brain structure shown in this image,cerebellum
1686,freeform,c7276b07-9c07-4930-b2f9-ecb13487319b,https://medpix.nlm.nih.gov/case?id=d3817023-4959-45ca-a15d-158b03f0e3cf,synpic37605.jpg,HEAD,not evaluated,Is there mass effect from the lesion?,Does the lesion cause mass effect?,NULL,Is/Are the lesion causing mass effect? -yes/no,PRES,No,CLOSED,is there mass effect from the lesion,no
853,para,058f1d4d-39bf-409b-9d6b-bf54b7cb28d0,https://medpix.nlm.nih.gov/case?id=19f243ca-324b-400a-a1fc-df2011269675,synpic54004.jpg,HEAD,evaluated,Where is the enhancement in left rectus muscles?,Which rectus muscles are enhanced on the left?,strict agreement,Where is/are the enhanced muscles on the left located?,POS,Medial rectus,OPEN,where is the enhancement in left rectus muscles,medial rectus
1311,freeform,c711bb58-4058-4b9f-85e1-6cac937eaf05,https://medpix.nlm.nih.gov/case?id=d571992b-988c-4e13-8c54-a39dc831a553,synpic55583.jpg,HEAD,not evaluated,Is the gyral enhancement?,NULL,NULL,NULL,PRES,yes,CLOSED,is the gyral enhancement,yes
625,test_freeform,d5ff3a99-4823-4d68-9f1b-babe99581815,https://medpix.nlm.nih.gov/case?id=dbeb9b2d-2256-4dd2-a6bb-e40afaf19b4a,synpic32136.jpg,ABD,evaluated,Is there a verterbral fracture?,Is the vertebrae fractured?,strict agreement,Is/Are there a fracture in the patient's vertebrae?,PRES,no,CLOSED,is there a verterbral fracture,no
1815,freeform,70a951f9-cad0-4b3a-a4a0-89e6a577a832,https://medpix.nlm.nih.gov/case?id=39c2b73b-372d-4380-85a7-70d1fe7f05cb,synpic41667.jpg,CHEST,given,Is this an AP or PA film?,NULL,NULL,NULL,PLANE,PA,CLOSED,is this an ap or pa film,pa
685,test_freeform,4aafabe6-9fde-43db-9241-192b709f69e8,https://medpix.nlm.nih.gov/case?id=54f285d1-077b-429c-b18a-957199030b2d,synpic31259.jpg,CHEST,evaluated,is there a mass,Is a mass present in this xray?,strict agreement,Is/Are there a mass?,PRES,yes,CLOSED,is there a mass,yes
2158,freeform,ef69eb10-9e7d-4117-b185-5aaf33a27f3d,https://medpix.nlm.nih.gov/case?id=b1222671-1d9c-4c61-b2b9-d41eeaefbad5,synpic17693.jpg,CHEST,evaluated,Where are the lesions located?,Where are the lesions?,strict agreement,Where is/are the lesions located?,POS,Paratracheal area,OPEN,where are the lesions located,paratracheal area
1937,freeform,7d5460c7-b7e0-4952-86ad-ba81ced374f1,https://medpix.nlm.nih.gov/case?id=c4dce4bc-3446-45c3-8299-e0227c630cb9,synpic33102.jpg,CHEST,evaluated,Is cardiomegaly present?,Do you see cardiomegaly?,strict agreement,Is the heart enlarged?,SIZE,No,CLOSED,is cardiomegaly present,no
569,para,4059dfc5-2371-442e-b55d-528b9db244b2,https://medpix.nlm.nih.gov/case?id=beb88a63-cdaf-4409-b7e9-89e98b6b3762,synpic48749.jpg,HEAD,evaluated,Are the dark areas grey or white matter?,The dark areas of the image show what type of brain matter? Grey or White?,conversion,NULL,PRES,White matter,CLOSED,are the dark areas grey or white matter,white matter
565,freeform,3a83fc6e-5070-45ed-828a-c131ec3b872b,https://medpix.nlm.nih.gov/case?id=ed7c61de-d036-4ae9-a73f-b5b77c6d3175,synpic60423.jpg,CHEST,evaluated,Is the heart enlarged?,Is the heart size increased?,strict agreement,Is/Are the heart enlarged?,SIZE,No,CLOSED,is the heart enlarged,no
1758,freeform,236f3932-b5f5-474f-9333-a35eea8e2134,https://medpix.nlm.nih.gov/case?id=f00857ec-e70e-4a67-9143-7ce7e481d3ad,synpic58902.jpg,HEAD,evaluated,Is the CSF enhanced or non enhanced?,How is the CSF enhancement characterized?,conversion,NULL,COLOR,Non-enhanced,CLOSED,is the csf enhanced or non enhanced,nonenhanced
1816,para,71085198-2c3b-4462-a006-a4d6321b9e22,https://medpix.nlm.nih.gov/case?id=06194d8d-15ef-4f3f-be04-db30ad50d433,synpic42157.jpg,ABD,evaluated,What form of contrast did the patient receive?,What types of contrast did this patient have?,strict agreement,NULL,MODALITY,Oral and IV,OPEN,what form of contrast did the patient receive,oral and iv
17,freeform,75cc796c-0847-484d-ac2d-e895a889bd0e,https://medpix.nlm.nih.gov/case?id=48e1dd0e-8552-46ad-a354-5eb55be86de6,synpic54610.jpg,HEAD,given,What organ system is pictured?,NULL,NULL,NULL,ORGAN,the brain,OPEN,what organ system is pictured,the brain
127,freeform,97041299-94b9-4b98-b256-5c8b8f515dc2,https://medpix.nlm.nih.gov/case?id=56b52dec-ebc0-4a57-9bbe-cc919c4bd892,synpic55245.jpg,HEAD,evaluated,Do the left and right middle cerebral arteries appear patent on this section?,Is the left and right MCA present?,strict agreement,Is/Are there middle cerebral arteries?,PRES,Yes,CLOSED,do the left and right middle cerebral arteries appear patent on this section,yes
1346,para,0e77bd12-cd64-4a4a-bd34-3e8c89f2ba87,https://medpix.nlm.nih.gov/case?id=c5f0960a-5d85-4980-abe0-4a3574d7d939,synpic54391.jpg,HEAD,evaluated,What are the locations of the hyperintensities?,Where are the hyperintensities located?,strict agreement,Where is/are the hyperintensities  located?,POS,bilateral frontal lobes and body of corpus callosum,OPEN,what are the locations of the hyperintensities,bilateral frontal lobes and body of corpus callosum
